league,playoffs,date,game,patch,gamelength,blue_playerid,result,firstblood,firstdragon,blue_dragons,blue_elementaldrakes,blue_infernals,blue_mountains,blue_clouds,blue_oceans,blue_elders,firstherald,blue_heralds,firstbaron,blue_barons,firsttower,blue_towers,firstmidtower,firsttothreetowers,blue_inhibitors,red_playerid,red_dragons,red_elementaldrakes,red_infernals,red_mountains,red_clouds,red_oceans,red_elders,red_heralds,red_barons,red_towers,red_inhibitors,blue_totalgold,blue_earnedgold,blue_spentgold,blue_goldat10,blue_goldat15,red_totalgold,red_earnedgold,red_spentgold,red_goldat10,red_goldat15,blue_totalgold_diff,red_totalgold_diff,blue_earnedgold_diff,red_earnedgold_diff,blue_spentgold_diff,red_spentgold_diff,blue_gold_diffat10,red_gold_diffat10,blue_gold_diffat15,red_gold_diffat15
TCL,False,2020-02-15 13:48:00,1,10.03,2368,Dark Passage,False,False,False,2,2.0,0.0,0.0,2.0,0.0,0.0,False,1.0,False,0,False,2,True,False,0.0,Papara SuperMassive,4,4.0,1.0,0.0,2.0,1.0,0.0,1.0,2,10,2.0,59527,33997,55810.0,15803.0,24386.0,75226,49696,69180.0,17548.0,25720.0,-15699,15699,-15699,15699,-13370.0,13370.0,-1745.0,1745.0,-1334.0,1334.0
VCS,False,2020-02-15 14:09:00,2,10.02,1422,Team Flash,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.0,False,0,False,1,False,False,0.0,Saigon Buffalo,4,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1,9,2.0,36435,20555,35183.0,15455.0,24012.0,46241,30361,39450.0,15440.0,25249.0,-9806,9806,-9806,9806,-4267.0,4267.0,15.0,-15.0,-1237.0,1237.0
VCS,False,2020-02-15 14:52:00,3,10.02,1751,Saigon Buffalo,False,False,False,1,1.0,0.0,0.0,0.0,1.0,0.0,True,2.0,False,0,True,3,True,True,0.0,Team Flash,4,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0,7,1.0,44250,25010,41985.0,14915.0,24521.0,50136,30896,43500.0,15891.0,24075.0,-5886,5886,-5886,5886,-1515.0,1515.0,-976.0,976.0,446.0,-446.0
LEC,False,2020-02-15 15:45:00,1,10.03,2090,Team Vitality,False,False,False,1,1.0,0.0,0.0,1.0,0.0,0.0,False,0.0,False,0,True,2,False,False,0.0,Misfits Gaming,4,4.0,1.0,0.0,2.0,1.0,0.0,2.0,2,11,2.0,53745,31050,49816.0,15780.0,24274.0,67580,44885,60000.0,15187.0,23396.0,-13835,13835,-13835,13835,-10184.0,10184.0,593.0,-593.0,878.0,-878.0
LEC,False,2020-02-15 16:48:00,1,10.03,1652,Rogue,True,True,True,3,3.0,1.0,1.0,1.0,0.0,0.0,True,2.0,True,1,True,10,True,True,2.0,SK Gaming,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0.0,55148,36918,46235.0,15760.0,25626.0,41851,23621,39941.0,14847.0,22348.0,13297,-13297,13297,-13297,6294.0,-6294.0,913.0,-913.0,3278.0,-3278.0
LEC,False,2020-02-15 17:38:00,1,10.03,2521,G2 Esports,False,False,False,2,2.0,0.0,0.0,1.0,1.0,0.0,True,2.0,True,1,True,9,True,True,3.0,FC Schalke 04 Esports,4,4.0,1.0,0.0,0.0,3.0,0.0,0.0,3,10,3.0,73592,46502,72550.0,14289.0,24772.0,81841,54751,74383.0,15489.0,24094.0,-8249,8249,-8249,8249,-1833.0,1833.0,-1200.0,1200.0,678.0,-678.0
LEC,False,2020-02-15 18:47:00,1,10.03,2143,Origen,True,False,False,3,3.0,3.0,0.0,0.0,0.0,0.0,True,2.0,True,2,False,10,False,True,2.0,Excel Esports,2,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0,3,0.0,65184,41949,56783.0,14138.0,22379.0,57422,34187,57125.0,15568.0,24138.0,7762,-7762,7762,-7762,-342.0,342.0,-1430.0,1430.0,-1759.0,1759.0
LEC,False,2020-02-15 19:47:00,1,10.03,1844,Fnatic,False,True,False,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0,False,4,False,False,0.0,MAD Lions,5,4.0,0.0,2.0,1.0,1.0,1.0,2.0,2,11,3.0,51868,31683,49788.0,15631.0,26113.0,62324,42139,54663.0,17320.0,26781.0,-10456,10456,-10456,10456,-4875.0,4875.0,-1689.0,1689.0,-668.0,668.0
LLA,False,2020-02-15 20:25:00,1,10.03,2405,Isurus,True,True,True,4,4.0,0.0,1.0,1.0,2.0,0.0,True,2.0,False,0,True,8,False,True,1.0,Infinity Esports,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,6,0.0,68835,42925,60603.0,15133.0,23645.0,65104,39194,62800.0,14546.0,22310.0,3731,-3731,3731,-3731,-2197.0,2197.0,587.0,-587.0,1335.0,-1335.0
LCS,False,2020-02-15 21:33:00,1,10.03,2016,Team Liquid,False,False,True,2,2.0,0.0,1.0,1.0,0.0,0.0,False,0.0,False,0,False,3,False,False,0.0,Immortals,3,3.0,0.0,2.0,0.0,1.0,0.0,2.0,2,10,3.0,53677,31737,50600.0,15019.0,23538.0,62680,40740,54966.0,15851.0,25006.0,-9003,9003,-9003,9003,-4366.0,4366.0,-832.0,832.0,-1468.0,1468.0
LLA,False,2020-02-15 21:49:00,1,10.03,2352,Furious Gaming,False,False,False,4,4.0,3.0,1.0,0.0,0.0,0.0,False,0.0,True,1,False,3,False,True,0.0,All Knights,2,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1,7,2.0,66890,41520,64108.0,15969.0,23921.0,72525,47155,66310.0,15732.0,24287.0,-5635,5635,-5635,5635,-2202.0,2202.0,237.0,-237.0,-366.0,366.0
LCS,False,2020-02-15 22:44:00,1,10.03,1617,Cloud9,True,False,True,4,4.0,1.0,2.0,1.0,0.0,0.0,False,1.0,True,1,True,10,True,True,2.0,Team SoloMid,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0.0,53646,35776,46633.0,15483.0,25273.0,40234,22364,38010.0,15616.0,22946.0,13412,-13412,13412,-13412,8623.0,-8623.0,-133.0,133.0,2327.0,-2327.0
LLA,False,2020-02-15 23:17:00,1,10.03,2868,Azules Esports,False,False,True,3,3.0,1.0,2.0,0.0,0.0,0.0,False,1.0,True,2,False,6,True,True,1.0,Pixel Esports Club,4,4.0,0.0,3.0,0.0,1.0,0.0,1.0,1,10,5.0,81029,50399,77205.0,15184.0,24948.0,88619,57989,81966.0,15357.0,25401.0,-7590,7590,-7590,7590,-4761.0,4761.0,-173.0,173.0,-453.0,453.0
LCS,False,2020-02-15 23:35:00,1,10.03,1617,Counter Logic Gaming,False,False,True,3,3.0,1.0,1.0,1.0,0.0,0.0,False,0.0,False,0,False,2,False,False,0.0,Golden Guardians,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,7,1.0,42731,24861,41408.0,15091.0,22935.0,49002,31132,43200.0,15242.0,23275.0,-6271,6271,-6271,6271,-1792.0,1792.0,-151.0,151.0,-340.0,340.0
LLA,False,2020-02-16 00:37:00,1,10.03,2488,XTEN Esports,False,True,True,1,1.0,1.0,0.0,0.0,0.0,0.0,False,1.0,False,0,False,3,False,False,0.0,Rainbow7,5,4.0,0.0,3.0,1.0,0.0,1.0,1.0,1,9,2.0,62257,35502,59540.0,14289.0,21645.0,74273,47518,68015.0,15268.0,23976.0,-12016,12016,-12016,12016,-8475.0,8475.0,-979.0,979.0,-2331.0,2331.0
LCS,False,2020-02-16 00:42:00,1,10.03,1770,100 Thieves,False,True,False,1,1.0,0.0,1.0,0.0,0.0,0.0,True,1.0,False,0,False,4,False,False,0.0,Dignitas,3,3.0,1.0,0.0,0.0,2.0,0.0,1.0,2,7,1.0,47140,27710,46903.0,14886.0,22343.0,52462,33032,47825.0,14405.0,23661.0,-5322,5322,-5322,5322,-922.0,922.0,481.0,-481.0,-1318.0,1318.0
LCS.A,False,2020-02-16 01:40:00,1,10.03,2407,TSM Academy,False,True,False,3,3.0,0.0,0.0,3.0,0.0,0.0,False,0.0,True,2,False,4,False,False,0.0,Cloud9 Academy,3,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0,10,2.0,68652,42722,65253.0,15031.0,23372.0,69598,43668,65325.0,15699.0,24060.0,-946,946,-946,946,-72.0,72.0,-668.0,668.0,-688.0,688.0
LCK,False,2020-02-16 06:06:00,1,10.02,1717,DAMWON Gaming,True,True,True,4,4.0,0.0,1.0,1.0,2.0,0.0,True,1.0,True,1,True,11,True,True,3.0,KT Rolster,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,58878,39988,50580.0,16054.0,26522.0,43020,24130,40400.0,15569.0,23741.0,15858,-15858,15858,-15858,10180.0,-10180.0,485.0,-485.0,2781.0,-2781.0
LCK,False,2020-02-16 08:40:00,2,10.02,1982,KT Rolster,False,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,False,0.0,False,0,False,6,True,True,0.0,DAMWON Gaming,4,4.0,0.0,3.0,1.0,0.0,0.0,2.0,2,9,1.0,52976,31381,49958.0,14720.0,22995.0,62235,40640,53600.0,14723.0,24248.0,-9259,9259,-9259,9259,-3642.0,3642.0,-3.0,3.0,-1253.0,1253.0
VCS,False,2020-02-16 09:41:00,1,10.02,1720,Saigon Buffalo,False,False,False,1,1.0,0.0,0.0,1.0,0.0,0.0,False,0.0,False,0,False,1,False,False,0.0,CERBERUS Esports,4,4.0,1.0,0.0,2.0,1.0,0.0,2.0,1,11,2.0,44885,25965,42625.0,14751.0,23129.0,57620,38700,51500.0,17906.0,28537.0,-12735,12735,-12735,12735,-8875.0,8875.0,-3155.0,3155.0,-5408.0,5408.0
LCK,False,2020-02-16 10:35:00,1,10.02,2620,T1,True,False,False,5,4.0,1.0,0.0,0.0,3.0,1.0,True,1.0,False,1,True,7,True,True,1.0,Gen.G,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,3,0.0,74385,46285,66825.0,15142.0,22970.0,67749,39649,64960.0,15254.0,22802.0,6636,-6636,6636,-6636,1865.0,-1865.0,-112.0,112.0,168.0,-168.0
TCL,False,2020-02-16 10:35:00,1,10.03,1831,Beşiktaş Esports,True,True,True,4,4.0,1.0,0.0,2.0,1.0,0.0,True,2.0,True,1,False,8,True,False,1.0,1907 Fenerbahçe Esports,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,53500,33445,49311.0,15171.0,22650.0,45784,25729,45565.0,14976.0,22085.0,7716,-7716,7716,-7716,3746.0,-3746.0,195.0,-195.0,565.0,-565.0
VCS,False,2020-02-16 10:43:00,2,10.02,1921,CERBERUS Esports,True,False,False,3,3.0,0.0,1.0,2.0,0.0,0.0,True,2.0,True,1,True,9,True,True,1.0,Saigon Buffalo,2,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,0.0,57846,36876,54335.0,15524.0,26397.0,48679,27709,46775.0,14814.0,23406.0,9167,-9167,9167,-9167,7560.0,-7560.0,710.0,-710.0,2991.0,-2991.0
TCL,False,2020-02-16 11:40:00,1,10.03,2335,Galakticos,False,False,True,2,2.0,1.0,0.0,1.0,0.0,0.0,True,2.0,True,1,False,6,True,True,1.0,Royal Youth,4,4.0,0.0,0.0,3.0,1.0,0.0,0.0,1,7,1.0,60986,35791,61150.0,14290.0,22248.0,68681,43486,59325.0,16166.0,24251.0,-7695,7695,-7695,7695,1825.0,-1825.0,-1876.0,1876.0,-2003.0,2003.0
VCS,False,2020-02-16 11:57:00,1,10.02,1464,Team Secret,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0,False,1,False,False,0.0,GAM Esports,4,4.0,1.0,2.0,1.0,0.0,0.0,2.0,0,7,1.0,35581,19271,34500.0,14129.0,21371.0,44846,28536,38900.0,16274.0,25489.0,-9265,9265,-9265,9265,-4400.0,4400.0,-2145.0,2145.0,-4118.0,4118.0
LCK,False,2020-02-16 12:02:00,2,10.02,1861,Gen.G,True,True,True,3,3.0,1.0,0.0,2.0,0.0,0.0,True,2.0,False,0,True,8,True,True,1.0,T1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0.0,56886,36526,51200.0,15853.0,25101.0,47145,26785,44875.0,14059.0,21539.0,9741,-9741,9741,-9741,6325.0,-6325.0,1794.0,-1794.0,3562.0,-3562.0
TCL,False,2020-02-16 12:44:00,1,10.03,2160,Dark Passage,True,True,False,2,2.0,0.0,0.0,0.0,2.0,0.0,True,1.0,True,1,True,9,False,True,1.0,Team AURORA,3,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0,1,0.0,68231,44821,62238.0,15416.0,24719.0,53053,29643,51160.0,14695.0,23206.0,15178,-15178,15178,-15178,11078.0,-11078.0,721.0,-721.0,1513.0,-1513.0
VCS,False,2020-02-16 12:45:00,2,10.02,1682,GAM Esports,True,True,False,3,3.0,0.0,0.0,2.0,1.0,0.0,True,2.0,True,1,True,10,True,True,2.0,Team Secret,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,56321,37786,50230.0,15652.0,26817.0,42384,23849,39490.0,14269.0,21669.0,13937,-13937,13937,-13937,10740.0,-10740.0,1383.0,-1383.0,5148.0,-5148.0
LCK,False,2020-02-16 12:54:00,3,10.02,2322,T1,True,False,True,4,4.0,1.0,0.0,2.0,1.0,0.0,True,2.0,False,0,True,8,True,True,1.0,Gen.G,2,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0,3,0.0,66853,41793,60850.0,15085.0,25160.0,63363,38303,62283.0,15625.0,24251.0,3490,-3490,3490,-3490,-1433.0,1433.0,-540.0,540.0,909.0,-909.0
TCL,False,2020-02-16 13:45:00,1,10.03,1871,İstanbul Wildcats,False,False,True,3,3.0,1.0,1.0,0.0,1.0,0.0,False,0.0,False,0,False,1,True,False,0.0,Papara SuperMassive,1,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,11,3.0,46259,25799,44785.0,13817.0,20683.0,59307,38847,47941.0,15781.0,24514.0,-13048,13048,-13048,13048,-3156.0,3156.0,-1964.0,1964.0,-3831.0,3831.0
LCS,False,2020-02-16 19:02:00,1,10.03,2053,Dignitas,False,False,True,1,1.0,0.0,0.0,1.0,0.0,0.0,False,1.0,False,0,False,2,False,False,0.0,Golden Guardians,4,4.0,3.0,1.0,0.0,0.0,0.0,1.0,2,11,3.0,54544,32224,52433.0,14170.0,22337.0,65210,42890,57100.0,15448.0,25506.0,-10666,10666,-10666,10666,-4667.0,4667.0,-1278.0,1278.0,-3169.0,3169.0
LLA,False,2020-02-16 20:28:00,1,10.03,2270,Infinity Esports,True,False,True,3,3.0,1.0,0.0,0.0,2.0,0.0,False,1.0,True,1,True,9,False,True,2.0,Rainbow7,2,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0,3,0.0,67500,42970,57633.0,15418.0,24036.0,60613,36083,58100.0,15964.0,25179.0,6887,-6887,6887,-6887,-467.0,467.0,-546.0,546.0,-1143.0,1143.0
LCS,False,2020-02-16 20:41:00,1,10.03,1406,Counter Logic Gaming,False,True,False,2,2.0,0.0,1.0,0.0,1.0,0.0,False,0.0,False,0,False,0,False,False,0.0,Team Liquid,1,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1,9,2.0,32627,16907,31120.0,15187.0,22301.0,45015,29295,40910.0,15685.0,24754.0,-12388,12388,-12388,12388,-9790.0,9790.0,-498.0,498.0,-2453.0,2453.0
LCS,False,2020-02-16 21:32:00,1,10.03,2869,Team SoloMid,False,True,False,1,1.0,0.0,1.0,0.0,0.0,0.0,True,2.0,True,2,True,8,False,True,1.0,FlyQuest,6,4.0,1.0,2.0,1.0,0.0,2.0,0.0,1,9,3.0,78154,47514,74725.0,14988.0,25615.0,81645,51005,75345.0,13869.0,20903.0,-3491,3491,-3491,3491,-620.0,620.0,1119.0,-1119.0,4712.0,-4712.0
LLA,False,2020-02-16 22:15:00,1,10.03,1772,XTEN Esports,False,True,False,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0,False,0,False,False,0.0,All Knights,4,4.0,0.0,1.0,2.0,1.0,0.0,2.0,1,10,1.0,42690,23240,39320.0,15323.0,23895.0,59782,40332,54183.0,16131.0,26707.0,-17092,17092,-17092,17092,-14863.0,14863.0,-808.0,808.0,-2812.0,2812.0
LCS,False,2020-02-16 22:42:00,1,10.03,2066,Evil Geniuses,True,True,True,5,4.0,2.0,1.0,1.0,0.0,1.0,False,1.0,True,1,True,10,True,True,2.0,Immortals,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0.0,63266,40816,54875.0,15344.0,24672.0,51384,28934,49546.0,14558.0,21901.0,11882,-11882,11882,-11882,5329.0,-5329.0,786.0,-786.0,2771.0,-2771.0
LLA,False,2020-02-16 22:59:00,1,10.03,2747,Furious Gaming,False,False,True,2,2.0,0.0,1.0,0.0,1.0,0.0,False,1.0,False,0,False,5,False,False,1.0,Pixel Esports Club,4,4.0,1.0,0.0,0.0,3.0,0.0,1.0,1,7,1.0,74497,45102,73605.0,14081.0,21635.0,78187,48792,73170.0,15695.0,25231.0,-3690,3690,-3690,3690,435.0,-435.0,-1614.0,1614.0,-3596.0,3596.0
LCS.A,False,2020-02-16 23:43:00,1,10.03,1625,FlyQuest Academy,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0,False,0,False,False,0.0,100 Thieves Academy,4,4.0,1.0,1.0,0.0,2.0,0.0,2.0,1,11,2.0,41692,23737,39198.0,14974.0,22828.0,55975,38020,52775.0,15352.0,25254.0,-14283,14283,-14283,14283,-13577.0,13577.0,-378.0,378.0,-2426.0,2426.0
LLA,False,2020-02-17 00:12:00,1,10.03,1822,Isurus,True,True,True,4,4.0,1.0,1.0,2.0,0.0,0.0,False,1.0,True,1,False,9,True,False,2.0,Azules Esports,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3,0.0,55239,35279,45612.0,15901.0,23802.0,48209,28249,47010.0,14196.0,22954.0,7030,-7030,7030,-7030,-1398.0,1398.0,1705.0,-1705.0,848.0,-848.0
CK,False,2020-02-17 07:52:00,1,10.02,2531,hyFresh Blade,False,True,False,2,2.0,0.0,2.0,0.0,0.0,0.0,False,0.0,False,0,False,5,False,False,0.0,Team Dynamics,4,4.0,1.0,2.0,1.0,0.0,0.0,2.0,3,8,1.0,69466,42271,69575.0,15450.0,24781.0,72851,45656,64750.0,14421.0,23367.0,-3385,3385,-3385,3385,4825.0,-4825.0,1029.0,-1029.0,1414.0,-1414.0
CK,False,2020-02-17 08:57:00,2,10.02,1760,Team Dynamics,False,True,False,0,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,False,0,True,2,False,False,0.0,hyFresh Blade,4,4.0,1.0,2.0,1.0,0.0,0.0,1.0,1,11,3.0,45228,25898,44633.0,15306.0,23116.0,56445,37115,52805.0,14131.0,24009.0,-11217,11217,-11217,11217,-8172.0,8172.0,1175.0,-1175.0,-893.0,893.0
CK,False,2020-02-17 09:49:00,3,10.02,1707,hyFresh Blade,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.0,False,0,True,3,True,True,0.0,Team Dynamics,4,4.0,1.0,0.0,2.0,1.0,0.0,0.0,1,10,1.0,45360,26570,42860.0,15451.0,24533.0,53699,34909,45420.0,15056.0,23869.0,-8339,8339,-8339,8339,-2560.0,2560.0,395.0,-395.0,664.0,-664.0
CK,False,2020-02-17 11:01:00,1,10.02,2592,Spear Gaming,True,False,False,4,4.0,0.0,3.0,0.0,1.0,0.0,False,1.0,True,2,False,10,False,False,1.0,Element Mystic,3,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0,4,0.0,79063,51248,71435.0,14774.0,22666.0,73122,45307,73595.0,14456.0,22880.0,5941,-5941,5941,-5941,-2160.0,2160.0,318.0,-318.0,-214.0,214.0
CK,False,2020-02-17 12:18:00,2,10.02,1725,Element Mystic,True,False,False,2,2.0,0.0,2.0,0.0,0.0,0.0,True,1.0,True,1,False,6,True,False,1.0,Spear Gaming,2,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0,3,0.0,49343,30368,43295.0,14396.0,21933.0,47672,28697,45825.0,15320.0,25077.0,1671,-1671,1671,-1671,-2530.0,2530.0,-924.0,924.0,-3144.0,3144.0
CK,False,2020-02-17 13:07:00,3,10.02,2437,Spear Gaming,False,True,True,3,3.0,0.0,1.0,0.0,2.0,0.0,True,2.0,True,1,True,7,False,True,1.0,Element Mystic,3,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1,7,1.0,71141,44906,70925.0,16834.0,26678.0,71777,45542,67205.0,14421.0,24375.0,-636,636,-636,636,3720.0,-3720.0,2413.0,-2413.0,2303.0,-2303.0
LCS.A,False,2020-02-17 21:16:00,1,10.03,1697,Evil Geniuses Academy,False,True,False,1,1.0,0.0,1.0,0.0,0.0,0.0,False,0.0,False,0,False,1,False,False,0.0,Immortals Academy,3,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0,8,1.0,42819,24134,40800.0,16064.0,23811.0,51390,32705,43960.0,16200.0,27949.0,-8571,8571,-8571,8571,-3160.0,3160.0,-136.0,136.0,-4138.0,4138.0
LCS.A,False,2020-02-17 22:02:00,1,10.03,1893,Dignitas Academy,False,False,True,1,1.0,0.0,0.0,0.0,1.0,0.0,True,2.0,False,0,True,3,True,True,0.0,Golden Guardians Academy,4,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1,11,3.0,45833,25148,43950.0,14703.0,21819.0,54919,34234,49515.0,15031.0,21869.0,-9086,9086,-9086,9086,-5565.0,5565.0,-328.0,328.0,-50.0,50.0
LCS.A,False,2020-02-17 22:57:00,1,10.03,3008,CLG Academy,False,True,True,3,3.0,0.0,1.0,1.0,1.0,0.0,True,2.0,True,3,True,7,False,True,1.0,Team Liquid Academy,4,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1,11,6.0,85778,53718,87993.0,16649.0,25832.0,85244,53184,78525.0,14439.0,22446.0,534,-534,534,-534,9468.0,-9468.0,2210.0,-2210.0,3386.0,-3386.0
LCS,False,2020-02-18 00:12:00,1,10.03,1823,FlyQuest,True,True,True,4,4.0,1.0,2.0,0.0,1.0,0.0,True,2.0,False,0,True,9,True,True,1.0,100 Thieves,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,51769,31794,45900.0,15331.0,23681.0,43326,23351,44830.0,14313.0,21099.0,8443,-8443,8443,-8443,1070.0,-1070.0,1018.0,-1018.0,2582.0,-2582.0
LCS,False,2020-02-18 02:07:00,1,10.03,1803,Evil Geniuses,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0,False,0,False,False,0.0,Cloud9,4,4.0,1.0,2.0,0.0,1.0,0.0,2.0,1,9,1.0,43523,23753,46107.0,13938.0,21888.0,59466,39696,51325.0,16563.0,25648.0,-15943,15943,-15943,15943,-5218.0,5218.0,-2625.0,2625.0,-3760.0,3760.0
LFL,False,2020-02-18 17:47:00,1,10.03,1986,GameWard,True,True,True,2,2.0,1.0,0.0,0.0,1.0,0.0,True,2.0,True,1,True,10,False,True,2.0,IZI Dream,2,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0,2,0.0,64293,42658,58900.0,18192.0,26058.0,52709,31074,50400.0,15225.0,23299.0,11584,-11584,11584,-11584,8500.0,-8500.0,2967.0,-2967.0,2759.0,-2759.0
LFL,False,2020-02-18 19:41:00,1,10.03,2140,Solary,False,False,False,2,2.0,0.0,0.0,2.0,0.0,0.0,False,0.0,False,0,False,1,False,False,0.0,Misfits Premier,4,4.0,0.0,1.0,2.0,1.0,0.0,2.0,2,11,3.0,56397,33192,54000.0,14713.0,22979.0,69179,45974,63808.0,15364.0,24399.0,-12782,12782,-12782,12782,-9808.0,9808.0,-651.0,651.0,-1420.0,1420.0
LFL,False,2020-02-18 20:38:00,1,10.03,1387,Team MCES,False,False,False,1,1.0,0.0,0.0,0.0,1.0,0.0,False,0.0,False,0,False,2,False,False,0.0,LDLC OL,3,3.0,1.0,0.0,1.0,1.0,0.0,2.0,1,7,1.0,36401,20876,33925.0,14607.0,23800.0,47052,31527,42491.0,16117.0,26630.0,-10651,10651,-10651,10651,-8566.0,8566.0,-1510.0,1510.0,-2830.0,2830.0
LCK,False,2020-02-19 06:49:00,1,10.03,1919,Gen.G,True,True,True,4,4.0,1.0,1.0,2.0,0.0,0.0,True,2.0,True,1,True,9,True,True,1.0,Hanwha Life Esports,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,62580,41630,57313.0,16538.0,26009.0,49778,28828,48860.0,14844.0,22432.0,12802,-12802,12802,-12802,8453.0,-8453.0,1694.0,-1694.0,3577.0,-3577.0
LCK,False,2020-02-19 08:44:00,2,10.03,1678,Hanwha Life Esports,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.0,False,0,True,1,False,False,0.0,Gen.G,3,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1,11,3.0,42723,24228,40785.0,14865.0,23087.0,55875,37380,45870.0,16131.0,24551.0,-13152,13152,-13152,13152,-5085.0,5085.0,-1266.0,1266.0,-1464.0,1464.0
LCK,False,2020-02-19 10:40:00,1,10.03,2068,DRX,False,False,True,1,1.0,1.0,0.0,0.0,0.0,0.0,True,2.0,False,0,True,3,True,True,0.0,T1,4,4.0,0.0,3.0,0.0,1.0,0.0,0.0,1,9,2.0,55026,32556,54375.0,15159.0,24039.0,64255,41785,56795.0,15256.0,24081.0,-9229,9229,-9229,9229,-2420.0,2420.0,-97.0,97.0,-42.0,42.0
LCK,False,2020-02-19 11:44:00,2,10.03,2041,T1,False,True,False,1,1.0,1.0,0.0,0.0,0.0,0.0,True,1.0,False,0,False,0,False,False,0.0,DRX,4,4.0,2.0,0.0,1.0,1.0,0.0,0.0,1,11,3.0,53546,31351,51200.0,14988.0,23511.0,67569,45374,62875.0,15768.0,26191.0,-14023,14023,-14023,14023,-11675.0,11675.0,-780.0,780.0,-2680.0,2680.0
LCK,False,2020-02-19 12:42:00,3,10.03,2094,DRX,False,True,False,2,2.0,0.0,2.0,0.0,0.0,0.0,True,1.0,True,1,True,5,True,True,0.0,T1,3,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0,7,1.0,58927,36192,56405.0,16117.0,24842.0,64060,41325,57295.0,15117.0,23655.0,-5133,5133,-5133,5133,-890.0,890.0,1000.0,-1000.0,1187.0,-1187.0
LFL,False,2020-02-19 18:03:00,1,10.03,1933,Solary,False,False,False,2,2.0,0.0,0.0,2.0,0.0,0.0,False,0.0,False,0,False,3,False,False,0.0,LDLC OL,3,3.0,0.0,1.0,1.0,1.0,0.0,2.0,1,11,3.0,53288,32193,52350.0,14746.0,23378.0,61666,40571,55540.0,16606.0,25657.0,-8378,8378,-8378,8378,-3190.0,3190.0,-1860.0,1860.0,-2279.0,2279.0
LFL,False,2020-02-19 19:41:00,1,10.03,1468,IZI Dream,False,True,True,1,1.0,1.0,0.0,0.0,0.0,0.0,False,0.0,False,0,False,0,False,False,0.0,GamersOrigin,2,2.0,0.0,0.0,1.0,1.0,0.0,2.0,1,9,2.0,34578,18228,31900.0,15180.0,22209.0,47031,30681,40950.0,15047.0,23989.0,-12453,12453,-12453,12453,-9050.0,9050.0,133.0,-133.0,-1780.0,1780.0
LFL,False,2020-02-19 20:33:00,1,10.03,1750,GameWard,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0,False,1,False,False,0.0,Misfits Premier,4,4.0,0.0,2.0,1.0,1.0,0.0,2.0,1,10,1.0,42191,22961,41245.0,14559.0,21571.0,58127,38897,51100.0,15635.0,25283.0,-15936,15936,-15936,15936,-9855.0,9855.0,-1076.0,1076.0,-3712.0,3712.0
