league,playoffs,date,game,patch,gamelength,blue_playerid,result,firstblood,firstdragon,blue_dragons,blue_elementaldrakes,blue_infernals,blue_mountains,blue_clouds,blue_oceans,blue_elders,firstherald,blue_heralds,firstbaron,blue_barons,firsttower,blue_towers,firstmidtower,firsttothreetowers,blue_inhibitors,red_playerid,red_dragons,red_elementaldrakes,red_infernals,red_mountains,red_clouds,red_oceans,red_elders,red_heralds,red_barons,red_towers,red_inhibitors,blue_totalgold,blue_earnedgold,blue_spentgold,blue_goldat10,blue_goldat15,red_totalgold,red_earnedgold,red_spentgold,red_goldat10,red_goldat15,blue_totalgold_diff,red_totalgold_diff,blue_earnedgold_diff,red_earnedgold_diff,blue_spentgold_diff,red_spentgold_diff,blue_gold_diffat10,red_gold_diffat10,blue_gold_diffat15,red_gold_diffat15
LDL,False,2020-04-18 10:18:00,1,10.06,2445,Team WE Academy,True,True,False,5,4.0,0.0,0.0,0.0,4.0,1.0,False,1.0,True,2,False,9,True,True,2.0,Joy Dream,2,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0,2,0.0,76596,50281,68540.0,15888.0,24181.0,61610,35295,59915.0,15400.0,23983.0,14986,-14986,14986,-14986,8625.0,-8625.0,488.0,-488.0,198.0,-198.0
TRA,True,2020-04-18 10:18:00,1,10.07,2524,SuperMassive Academy,False,True,True,4,4.0,2.0,1.0,0.0,1.0,0.0,True,2.0,False,1,False,4,True,True,0.0,İstanbul Wildcats Academy,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,10,2.0,70373,43248,67725.0,15662.0,22569.0,78415,51290,70675.0,15475.0,26322.0,-8042,8042,-8042,8042,-2950.0,2950.0,187.0,-187.0,-3753.0,3753.0
LPL,False,2020-04-18 10:42:00,3,10.06,1838,FunPlus Phoenix,True,True,False,2,2.0,0.0,0.0,0.0,2.0,0.0,True,2.0,True,1,True,8,True,True,1.0,Rogue Warriors,2,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0,2,0.0,58670,38545,53160.0,14750.0,27467.0,48105,27980,47985.0,15041.0,23296.0,10565,-10565,10565,-10565,5175.0,-5175.0,-291.0,291.0,4171.0,-4171.0
VCS,True,2020-04-18 10:45:00,4,10.07,2223,GAM Esports,True,True,True,4,4.0,0.0,3.0,1.0,0.0,0.0,True,1.0,False,0,True,8,True,True,1.0,Team Flash,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2,0.0,64555,40500,57725.0,14599.0,23845.0,55146,31091,52050.0,13917.0,21257.0,9409,-9409,9409,-9409,5675.0,-5675.0,682.0,-682.0,2588.0,-2588.0
LDL,False,2020-04-18 11:19:00,2,10.06,2012,Team WE Academy,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,True,1,False,4,True,True,0.0,Joy Dream,5,4.0,0.0,2.0,1.0,1.0,1.0,1.0,1,7,1.0,57315,35415,54410.0,17828.0,25950.0,61874,39974,53733.0,16716.0,26632.0,-4559,4559,-4559,4559,677.0,-677.0,1112.0,-1112.0,-682.0,682.0
LDL,False,2020-04-18 11:21:00,2,10.06,1453,Invictus Gaming Young,True,True,False,2,2.0,0.0,2.0,0.0,0.0,0.0,True,2.0,True,1,True,8,True,True,1.0,Vici Gaming Potential,2,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0.0,49822,33622,44200.0,17414.0,27989.0,36251,20051,35675.0,14238.0,22613.0,13571,-13571,13571,-13571,8525.0,-8525.0,3176.0,-3176.0,5376.0,-5376.0
PCS,True,2020-04-18 11:23:00,3,10.07,2049,Machi Esports,True,True,True,3,3.0,1.0,0.0,2.0,0.0,0.0,False,1.0,True,1,False,11,True,True,3.0,Talon Esports,3,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0,2,0.0,61223,38943,58875.0,16170.0,24169.0,55908,33628,52795.0,15407.0,24670.0,5315,-5315,5315,-5315,6080.0,-6080.0,763.0,-763.0,-501.0,501.0
TRA,True,2020-04-18 11:33:00,2,10.07,1672,İstanbul Wildcats Academy,True,False,False,2,2.0,2.0,0.0,0.0,0.0,0.0,True,2.0,True,1,True,11,True,True,3.0,SuperMassive Academy,2,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,55353,36923,49050.0,15425.0,23974.0,37507,19077,36794.0,13752.0,21176.0,17846,-17846,17846,-17846,12256.0,-12256.0,1673.0,-1673.0,2798.0,-2798.0
LPL,False,2020-04-18 11:37:00,1,10.06,1746,Royal Never Give Up,True,True,True,4,4.0,0.0,2.0,1.0,1.0,0.0,True,2.0,True,1,True,9,True,True,2.0,Suning,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,53522,34337,45525.0,15921.0,24088.0,43716,24531,42266.0,14762.0,22575.0,9806,-9806,9806,-9806,3259.0,-3259.0,1159.0,-1159.0,1513.0,-1513.0
VCS,True,2020-04-18 11:43:00,5,10.07,2012,GAM Esports,False,False,True,2,2.0,1.0,0.0,0.0,1.0,0.0,True,2.0,False,0,True,7,True,True,0.0,Team Flash,4,4.0,0.0,1.0,0.0,3.0,0.0,0.0,2,11,3.0,56518,34618,54510.0,15767.0,28945.0,63764,41864,59625.0,16337.0,23782.0,-7246,7246,-7246,7246,-5115.0,5115.0,-570.0,570.0,5163.0,-5163.0
LDL,False,2020-04-18 12:13:00,3,10.06,1815,Team WE Academy,True,False,False,4,4.0,1.0,3.0,0.0,0.0,0.0,True,2.0,True,1,True,8,True,True,1.0,Joy Dream,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0.0,54708,34818,46925.0,16183.0,26236.0,45553,25663,44610.0,15553.0,24264.0,9155,-9155,9155,-9155,2315.0,-2315.0,630.0,-630.0,1972.0,-1972.0
PCS,True,2020-04-18 12:19:00,4,10.07,2296,Talon Esports,True,True,False,2,2.0,2.0,0.0,0.0,0.0,0.0,True,2.0,True,1,False,9,False,True,1.0,Machi Esports,4,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0,3,0.0,70628,45833,67500.0,15393.0,22912.0,59733,34938,57258.0,14821.0,23915.0,10895,-10895,10895,-10895,10242.0,-10242.0,572.0,-572.0,-1003.0,1003.0
LCL,True,2020-04-18 12:46:00,1,10.07,1566,Elements Pro Gaming,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0,False,0,False,False,0.0,Unicorns Of Love.CIS,4,4.0,1.0,2.0,0.0,1.0,0.0,2.0,1,11,3.0,35380,18030,34175.0,13903.0,20896.0,52053,34703,45475.0,15357.0,26117.0,-16673,16673,-16673,16673,-11300.0,11300.0,-1454.0,1454.0,-5221.0,5221.0
TRA,True,2020-04-18 12:56:00,3,10.07,2187,SuperMassive Academy,False,True,False,1,1.0,0.0,1.0,0.0,0.0,0.0,False,0.0,False,0,False,3,False,False,0.0,İstanbul Wildcats Academy,4,4.0,1.0,0.0,3.0,0.0,0.0,2.0,2,11,3.0,60913,37228,57993.0,14740.0,23496.0,68474,44789,62755.0,14166.0,22972.0,-7561,7561,-7561,7561,-4762.0,4762.0,574.0,-574.0,524.0,-524.0
LPL,False,2020-04-18 13:15:00,3,10.06,1902,Royal Never Give Up,False,True,True,3,3.0,2.0,1.0,0.0,0.0,0.0,True,2.0,False,0,True,7,True,True,1.0,Suning,2,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1,7,1.0,55891,35111,54950.0,15500.0,27313.0,56245,35465,49650.0,14067.0,22882.0,-354,354,-354,354,5300.0,-5300.0,1433.0,-1433.0,4431.0,-4431.0
PCS,True,2020-04-18 13:17:00,5,10.07,2492,Machi Esports,True,False,True,4,4.0,0.0,3.0,1.0,0.0,0.0,True,2.0,True,3,True,10,True,True,2.0,Talon Esports,2,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0,2,0.0,74469,47674,68420.0,16013.0,25953.0,63006,36211,61893.0,15018.0,22711.0,11463,-11463,11463,-11463,6527.0,-6527.0,995.0,-995.0,3242.0,-3242.0
LCL,True,2020-04-18 13:45:00,2,10.07,1699,Elements Pro Gaming,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0,False,0,False,False,0.0,Unicorns Of Love.CIS,4,4.0,2.0,1.0,0.0,1.0,0.0,2.0,1,11,3.0,40193,21483,38358.0,13738.0,22533.0,54754,36044,51850.0,16963.0,27111.0,-14561,14561,-14561,14561,-13492.0,13492.0,-3225.0,3225.0,-4578.0,4578.0
LEC,True,2020-04-18 14:19:00,1,10.06,1830,G2 Esports,True,True,True,4,4.0,1.0,0.0,2.0,1.0,0.0,False,0.0,True,1,False,10,False,False,1.0,MAD Lions,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,5,0.0,61406,41361,57208.0,15450.0,23413.0,54285,34240,53171.0,15302.0,24460.0,7121,-7121,7121,-7121,4037.0,-4037.0,148.0,-148.0,-1047.0,1047.0
LCL,True,2020-04-18 14:39:00,3,10.07,1778,Unicorns Of Love.CIS,True,False,True,2,2.0,1.0,0.0,0.0,1.0,0.0,False,0.0,True,1,False,11,True,True,3.0,Elements Pro Gaming,2,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0,1,0.0,60340,40825,62210.0,15308.0,23228.0,46917,27402,44735.0,16070.0,23273.0,13423,-13423,13423,-13423,17475.0,-17475.0,-762.0,762.0,-45.0,45.0
LEC,True,2020-04-18 15:34:00,2,10.06,1576,G2 Esports,True,False,False,2,2.0,0.0,2.0,0.0,0.0,0.0,False,0.0,True,1,False,7,False,False,1.0,MAD Lions,2,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0,5,0.0,50079,32624,42358.0,15644.0,25502.0,44429,26974,43335.0,16255.0,25055.0,5650,-5650,5650,-5650,-977.0,977.0,-611.0,611.0,447.0,-447.0
CBLOL,False,2020-04-18 15:47:00,1,10.07,1990,Vivo Keyd,True,True,False,4,4.0,3.0,1.0,0.0,0.0,0.0,True,1.0,True,2,True,11,True,True,3.0,paiN Gaming,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,4,0.0,64601,42926,59133.0,15412.0,24707.0,54095,32420,51225.0,15719.0,25581.0,10506,-10506,10506,-10506,7908.0,-7908.0,-307.0,307.0,-874.0,874.0
LEC,True,2020-04-18 16:16:00,3,10.06,1764,MAD Lions,True,True,True,4,4.0,1.0,1.0,2.0,0.0,0.0,True,2.0,True,1,True,11,True,True,3.0,G2 Esports,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,59853,40483,51703.0,16346.0,26719.0,47850,28480,47400.0,15466.0,24558.0,12003,-12003,12003,-12003,4303.0,-4303.0,880.0,-880.0,2161.0,-2161.0
CBLOL,False,2020-04-18 16:57:00,1,10.07,2442,INTZ,False,True,False,2,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,False,1,True,6,False,True,0.0,KaBuM! e-Sports,5,4.0,1.0,2.0,1.0,0.0,1.0,1.0,2,9,1.0,72048,45763,70370.0,15768.0,27135.0,75236,48951,67058.0,14797.0,22477.0,-3188,3188,-3188,3188,3312.0,-3312.0,971.0,-971.0,4658.0,-4658.0
CBLOL,False,2020-04-18 18:01:00,1,10.07,1976,Flamengo Esports,False,True,False,2,2.0,0.0,0.0,0.0,2.0,0.0,False,0.0,False,0,False,3,False,False,0.0,Prodigy Esports,3,3.0,1.0,0.0,1.0,1.0,0.0,2.0,1,8,1.0,50640,29105,49350.0,14049.0,22979.0,58880,37345,54800.0,14815.0,23294.0,-8240,8240,-8240,8240,-5450.0,5450.0,-766.0,766.0,-315.0,315.0
CBLOL,False,2020-04-18 19:01:00,1,10.07,2581,Redemption eSports Porto Alegre,False,True,False,3,3.0,0.0,0.0,0.0,3.0,0.0,True,2.0,False,1,False,5,False,False,1.0,FURIA Esports,4,4.0,1.0,1.0,0.0,2.0,0.0,0.0,2,11,1.0,68859,41154,65530.0,15270.0,23166.0,75913,48208,67005.0,15149.0,23779.0,-7054,7054,-7054,7054,-1475.0,1475.0,121.0,-121.0,-613.0,613.0
LLA,False,2020-04-18 19:20:00,1,10.07,1457,Infinity Esports,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,True,2.0,False,0,True,2,False,False,0.0,Isurus,3,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1,9,2.0,36307,20067,32250.0,15529.0,23505.0,48027,31787,43125.0,16237.0,25386.0,-11720,11720,-11720,11720,-10875.0,10875.0,-708.0,708.0,-1881.0,1881.0
LCS,True,2020-04-18 19:37:00,1,10.06,1767,Evil Geniuses,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0,False,1,False,False,0.0,FlyQuest,4,4.0,1.0,2.0,1.0,0.0,0.0,2.0,1,10,1.0,45067,25667,45280.0,14695.0,23447.0,59126,39726,53275.0,16572.0,27556.0,-14059,14059,-14059,14059,-7995.0,7995.0,-1877.0,1877.0,-4109.0,4109.0
LLA,False,2020-04-18 20:14:00,1,10.07,2615,All Knights,True,False,False,5,4.0,3.0,0.0,0.0,1.0,1.0,True,2.0,False,0,True,10,True,True,2.0,Rainbow7,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,76131,48081,71375.0,16143.0,24159.0,66718,38668,62700.0,14608.0,23137.0,9413,-9413,9413,-9413,8675.0,-8675.0,1535.0,-1535.0,1022.0,-1022.0
LCS,True,2020-04-18 20:42:00,2,10.06,2078,Evil Geniuses,False,False,True,1,1.0,0.0,0.0,0.0,1.0,0.0,True,1.0,False,0,True,3,False,False,0.0,FlyQuest,4,4.0,3.0,0.0,1.0,0.0,0.0,0.0,1,11,3.0,53937,31362,53325.0,14725.0,23508.0,63865,41290,58435.0,15472.0,25363.0,-9928,9928,-9928,9928,-5110.0,5110.0,-747.0,747.0,-1855.0,1855.0
LLA,False,2020-04-18 21:16:00,1,10.07,1759,Isurus,True,True,False,3,3.0,0.0,0.0,1.0,2.0,0.0,True,2.0,True,1,True,9,True,True,2.0,XTEN Esports,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,55859,36539,48500.0,15237.0,25050.0,40262,20942,37850.0,14217.0,21558.0,15597,-15597,15597,-15597,10650.0,-10650.0,1020.0,-1020.0,3492.0,-3492.0
LCS,True,2020-04-18 21:39:00,3,10.06,1337,Evil Geniuses,True,True,True,2,2.0,1.0,1.0,0.0,0.0,0.0,True,2.0,False,0,True,10,True,True,2.0,FlyQuest,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,44361,29346,40310.0,15810.0,27496.0,35014,19999,34083.0,14309.0,21593.0,9347,-9347,9347,-9347,6227.0,-6227.0,1501.0,-1501.0,5903.0,-5903.0
LLA,False,2020-04-18 22:21:00,1,10.07,2644,Rainbow7,True,True,True,6,4.0,2.0,1.0,0.0,1.0,2.0,False,1.0,True,2,False,10,True,True,3.0,Infinity Esports,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,3,0.0,76779,48434,70250.0,16412.0,26079.0,68087,39742,63591.0,14341.0,23643.0,8692,-8692,8692,-8692,6659.0,-6659.0,2071.0,-2071.0,2436.0,-2436.0
LCS,True,2020-04-18 22:25:00,4,10.06,2338,FlyQuest,True,True,True,6,4.0,2.0,0.0,1.0,1.0,2.0,True,2.0,True,2,True,11,True,True,5.0,Evil Geniuses,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,77697,52472,69708.0,15853.0,25744.0,61630,36405,60090.0,14356.0,21727.0,16067,-16067,16067,-16067,9618.0,-9618.0,1497.0,-1497.0,4017.0,-4017.0
LLA,False,2020-04-18 23:20:00,1,10.07,1809,All Knights,True,True,True,4,4.0,3.0,0.0,0.0,1.0,0.0,True,2.0,True,1,True,10,True,True,2.0,XTEN Esports,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,58978,39148,50683.0,14841.0,23729.0,43729,23899,42078.0,14231.0,21757.0,15249,-15249,15249,-15249,8605.0,-8605.0,610.0,-610.0,1972.0,-1972.0
LDL,False,2020-04-19 07:07:00,1,10.06,2095,Victorious Gaming,True,True,True,5,4.0,1.0,2.0,1.0,0.0,1.0,True,1.0,True,2,True,11,False,True,3.0,Shu Dai Xiong Gaming,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4,0.0,66883,44138,60035.0,15194.0,25109.0,55033,32288,52966.0,14579.0,22625.0,11850,-11850,11850,-11850,7069.0,-7069.0,615.0,-615.0,2484.0,-2484.0
LDL,False,2020-04-19 07:11:00,1,10.06,1682,LNG Academy,True,True,True,4,4.0,2.0,1.0,0.0,1.0,0.0,False,0.0,True,1,False,8,True,True,1.0,Young Miracles,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,2,0.0,53321,34786,48625.0,16304.0,25822.0,43126,24591,40700.0,16037.0,24305.0,10195,-10195,10195,-10195,7925.0,-7925.0,267.0,-267.0,1517.0,-1517.0
LPL,False,2020-04-19 07:14:00,1,10.06,1765,LGD Gaming,False,True,False,1,1.0,1.0,0.0,0.0,0.0,0.0,True,2.0,False,0,False,2,True,False,0.0,JD Gaming,4,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1,9,2.0,46826,27446,44860.0,14535.0,22591.0,56392,37012,48933.0,14726.0,24815.0,-9566,9566,-9566,9566,-4073.0,4073.0,-191.0,191.0,-2224.0,2224.0
LDL,False,2020-04-19 07:59:00,2,10.06,2556,Young Miracles,True,True,True,4,4.0,0.0,0.0,3.0,1.0,0.0,True,2.0,True,2,True,11,True,True,2.0,LNG Academy,2,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0,3,0.0,79425,51975,75260.0,15222.0,25641.0,68250,40800,66210.0,15594.0,23804.0,11175,-11175,11175,-11175,9050.0,-9050.0,-372.0,372.0,1837.0,-1837.0
LPL,False,2020-04-19 08:01:00,2,10.06,2069,LGD Gaming,False,False,True,2,2.0,1.0,0.0,1.0,0.0,0.0,True,2.0,True,1,True,5,True,True,0.0,JD Gaming,4,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1,11,2.0,58028,35548,57245.0,16093.0,25531.0,67372,44892,62573.0,15847.0,24635.0,-9344,9344,-9344,9344,-5328.0,5328.0,246.0,-246.0,896.0,-896.0
PCS,True,2020-04-19 08:32:00,1,10.07,2566,ahq eSports Club,False,False,False,3,3.0,0.0,0.0,2.0,1.0,0.0,True,1.0,False,0,True,4,False,False,0.0,Alpha Esports,4,4.0,0.0,1.0,3.0,0.0,0.0,1.0,1,11,3.0,63420,35870,60950.0,14846.0,22204.0,72754,45204,70188.0,14860.0,23424.0,-9334,9334,-9334,9334,-9238.0,9238.0,-14.0,14.0,-1220.0,1220.0
LDL,False,2020-04-19 09:00:00,1,10.06,1455,LinGan e-Sports,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,False,0,True,1,False,False,0.0,Bilibili Gaming Junior,4,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1,8,1.0,35236,19016,33050.0,14426.0,23199.0,47155,30935,40205.0,16880.0,27567.0,-11919,11919,-11919,11919,-7155.0,7155.0,-2454.0,2454.0,-4368.0,4368.0
LPL,False,2020-04-19 09:00:00,1,10.06,2287,Team WE,True,True,False,3,3.0,0.0,2.0,1.0,0.0,0.0,True,1.0,True,2,True,10,True,True,2.0,EDward Gaming,3,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0,2,0.0,69424,44719,61150.0,16256.0,25543.0,57920,33215,55953.0,14566.0,23446.0,11504,-11504,11504,-11504,5197.0,-5197.0,1690.0,-1690.0,2097.0,-2097.0
LDL,False,2020-04-19 09:02:00,3,10.06,2195,LNG Academy,False,False,False,3,3.0,0.0,3.0,0.0,0.0,0.0,False,0.0,False,0,False,3,False,True,0.0,Young Miracles,3,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1,8,1.0,60483,36718,58315.0,15597.0,24995.0,67914,44149,58070.0,15763.0,25323.0,-7431,7431,-7431,7431,245.0,-245.0,-166.0,166.0,-328.0,328.0
PCS,True,2020-04-19 09:58:00,2,10.07,1774,ahq eSports Club,True,True,True,4,4.0,1.0,2.0,1.0,0.0,0.0,True,2.0,False,0,True,9,True,True,1.0,Alpha Esports,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,54471,34996,46625.0,14908.0,25484.0,46697,27222,44060.0,14968.0,23710.0,7774,-7774,7774,-7774,2565.0,-2565.0,-60.0,60.0,1774.0,-1774.0
LDL,False,2020-04-19 10:00:00,2,10.06,1445,LinGan e-Sports,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0,False,1,False,False,0.0,Bilibili Gaming Junior,3,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1,11,2.0,35944,19829,35250.0,15074.0,22751.0,49409,33294,43105.0,16795.0,28281.0,-13465,13465,-13465,13465,-7855.0,7855.0,-1721.0,1721.0,-5530.0,5530.0
LPL,False,2020-04-19 10:00:00,2,10.06,2070,Team WE,False,False,False,3,3.0,0.0,0.0,3.0,0.0,0.0,False,0.0,False,0,False,3,False,False,0.0,EDward Gaming,3,3.0,1.0,1.0,1.0,0.0,0.0,2.0,1,7,1.0,55304,32814,52150.0,14982.0,23484.0,65734,43244,58720.0,16237.0,25045.0,-10430,10430,-10430,10430,-6570.0,6570.0,-1255.0,1255.0,-1561.0,1561.0
LDL,False,2020-04-19 10:23:00,1,10.06,1581,Oh My Dream,True,True,True,4,4.0,2.0,1.0,1.0,0.0,0.0,True,2.0,True,1,True,9,True,True,3.0,Triumphant Song Gaming,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,47775,30270,40550.0,15199.0,26326.0,40828,23323,38825.0,15585.0,24048.0,6947,-6947,6947,-6947,1725.0,-1725.0,-386.0,386.0,2278.0,-2278.0
TRA,True,2020-04-19 10:28:00,1,10.07,1811,İstanbul Wildcats Academy,True,True,True,4,4.0,0.0,1.0,3.0,0.0,0.0,True,2.0,True,1,True,8,True,True,1.0,Team AURORA Academy,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,57555,37705,50450.0,16812.0,24541.0,42879,23029,42318.0,14628.0,21856.0,14676,-14676,14676,-14676,8132.0,-8132.0,2184.0,-2184.0,2685.0,-2685.0
PCS,True,2020-04-19 11:08:00,3,10.07,2561,ahq eSports Club,True,False,True,3,3.0,2.0,0.0,0.0,1.0,0.0,False,1.0,True,2,False,7,False,False,1.0,Alpha Esports,4,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0,4,0.0,75903,48403,66375.0,14886.0,23138.0,68563,41063,66933.0,15042.0,23411.0,7340,-7340,7340,-7340,-558.0,558.0,-156.0,156.0,-273.0,273.0
LDL,False,2020-04-19 11:12:00,2,10.06,1685,Triumphant Song Gaming,False,False,False,0,0.0,0.0,0.0,0.0,0.0,0.0,True,1.0,False,0,False,1,False,False,0.0,Oh My Dream,4,4.0,1.0,0.0,2.0,1.0,0.0,1.0,1,10,2.0,44964,26399,42410.0,14808.0,23658.0,56011,37446,49225.0,16201.0,28232.0,-11047,11047,-11047,11047,-6815.0,6815.0,-1393.0,1393.0,-4574.0,4574.0
TRA,True,2020-04-19 11:40:00,2,10.07,2230,İstanbul Wildcats Academy,True,True,False,4,4.0,3.0,0.0,0.0,1.0,0.0,True,2.0,False,0,True,9,True,True,2.0,Team AURORA Academy,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,6,0.0,66720,42595,59545.0,15366.0,27204.0,67906,43781,66820.0,14629.0,21699.0,-1186,1186,-1186,1186,-7275.0,7275.0,737.0,-737.0,5505.0,-5505.0
LPL,False,2020-04-19 11:44:00,1,10.06,1961,Invictus Gaming,False,True,True,3,3.0,1.0,1.0,1.0,0.0,0.0,False,1.0,True,1,False,5,False,True,1.0,LNG Esports,2,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0,6,1.0,58460,37080,59620.0,16452.0,26503.0,60019,38639,51760.0,15848.0,25929.0,-1559,1559,-1559,1559,7860.0,-7860.0,604.0,-604.0,574.0,-574.0
LPL,False,2020-04-19 12:34:00,2,10.06,1624,Invictus Gaming,True,False,False,2,2.0,1.0,0.0,0.0,1.0,0.0,True,1.0,True,1,True,8,True,True,1.0,LNG Esports,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,3,0.0,51314,33369,45758.0,16607.0,26896.0,41536,23591,39500.0,15268.0,24670.0,9778,-9778,9778,-9778,6258.0,-6258.0,1339.0,-1339.0,2226.0,-2226.0
LCL,True,2020-04-19 12:34:00,1,10.07,2390,RoX,True,False,False,1,1.0,0.0,0.0,1.0,0.0,0.0,True,1.0,True,2,True,9,False,False,3.0,Gambit Esports,4,4.0,1.0,0.0,2.0,1.0,0.0,1.0,0,3,0.0,69082,43327,62780.0,14858.0,22292.0,64963,39208,63125.0,16247.0,26130.0,4119,-4119,4119,-4119,-345.0,345.0,-1389.0,1389.0,-3838.0,3838.0
TRA,True,2020-04-19 12:42:00,3,10.07,2050,Team AURORA Academy,False,True,False,3,3.0,2.0,0.0,0.0,1.0,0.0,False,1.0,True,1,False,4,False,False,0.0,İstanbul Wildcats Academy,3,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0,9,1.0,57361,35071,55183.0,16410.0,25565.0,63985,41695,58085.0,17124.0,24989.0,-6624,6624,-6624,6624,-2902.0,2902.0,-714.0,714.0,576.0,-576.0
PCS,True,2020-04-19 12:47:00,1,10.07,2113,Hong Kong Attitude,True,False,False,3,3.0,2.0,0.0,0.0,1.0,0.0,True,2.0,True,1,True,9,True,True,1.0,Berjaya Dragons,2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,63579,40649,57600.0,14195.0,22475.0,53976,31046,51600.0,14984.0,23069.0,9603,-9603,9603,-9603,6000.0,-6000.0,-789.0,789.0,-594.0,594.0
LPL,False,2020-04-19 13:17:00,3,10.06,1434,Invictus Gaming,True,False,False,2,2.0,2.0,0.0,0.0,0.0,0.0,True,1.0,True,1,False,9,True,True,1.0,LNG Esports,2,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0,2,0.0,49210,33205,42625.0,16986.0,26414.0,37395,21390,35575.0,15628.0,23757.0,11815,-11815,11815,-11815,7050.0,-7050.0,1358.0,-1358.0,2657.0,-2657.0
PCS,True,2020-04-19 13:39:00,2,10.07,2375,Hong Kong Attitude,True,False,False,4,4.0,0.0,0.0,0.0,4.0,0.0,False,0.0,True,2,False,10,True,False,3.0,Berjaya Dragons,2,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0,4,0.0,75797,50192,69625.0,14798.0,23261.0,67912,42307,64190.0,15039.0,24713.0,7885,-7885,7885,-7885,5435.0,-5435.0,-241.0,241.0,-1452.0,1452.0
LCL,True,2020-04-19 13:56:00,2,10.07,1873,RoX,True,False,False,2,2.0,1.0,0.0,0.0,1.0,0.0,True,2.0,True,1,True,7,True,True,1.0,Gambit Esports,2,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0.0,59184,38699,50135.0,15259.0,24508.0,49450,28965,47458.0,14992.0,22944.0,9734,-9734,9734,-9734,2677.0,-2677.0,267.0,-267.0,1564.0,-1564.0
LEC,True,2020-04-19 14:14:00,1,10.06,1608,Fnatic,False,False,True,1,1.0,0.0,0.0,0.0,1.0,0.0,True,2.0,False,0,True,3,True,True,0.0,G2 Esports,3,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1,7,1.0,43281,25501,42555.0,15320.0,24802.0,50174,32394,44725.0,15626.0,24631.0,-6893,6893,-6893,6893,-2170.0,2170.0,-306.0,306.0,171.0,-171.0
